Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV00407,C00832,"P00021,P00181,P00439,P00179,P00364",30/11/2024,ST
INV00408,C01749,P00458,08/07/2024,TKO
INV00409,C01553,"P00078,P00060",11/07/2024,ST
INV00410,C00165,"P00515,P00352,P00302,P00109",22/10/2024,MK
INV00411,C00359,"P00329,P00279",22/08/2025,TKO
INV00412,C01101,"P00505,P00336,P00317,P00079,P00076",11/02/2024,CYB
INV00413,C00728,"P00193,P00259,P00474,P00510",27/12/2024,TKO
INV00414,C01642,"P00021,P00181,P00439",02/07/2024,MK
INV00415,C00462,P00526,12/06/2025,TKO
INV00416,C01137,"P00021,P00181,P00439",20/04/2025,CYB
INV00417,C00512,"P00307,P00569",26/08/2024,CYB
INV00418,C01694,"P00285,P00127,P00241",09/03/2025,ST
INV00419,C00337,"P00117,P00500,P00380",01/09/2024,TKO
INV00420,C01475,"P00481,P00225,P00311,P00393",08/09/2024,TKO
INV00421,C01581,P00103,03/08/2024,TKO
INV00422,C01004,P00201,18/09/2025,TKO
INV00423,C00286,P00137,20/03/2025,ST
INV00424,C01838,"P00021,P00181,P00439",18/04/2025,ST
INV00425,C00391,P00236,11/08/2024,TKO
INV00426,C00906,"P00505,P00336,P00317,P00299",29/05/2025,MK
INV00427,C01089,"P00363,P00047,P00213,P00215",02/01/2025,MK
INV00428,C00952,"P00021,P00181,P00439,P00536,P00101",25/09/2024,ST
INV00429,C00488,"P00559,P00278,P00357,P00392,P00028",24/12/2025,TKO
INV00430,C01707,"P00568,P00083,P00555",05/01/2024,TKO
INV00431,C01382,"P00438,P00520,P00373",22/02/2024,ST
INV00432,C01471,"P00505,P00336,P00317,P00412",01/12/2025,MK
INV00433,C01265,P00439,12/05/2024,ST
INV00434,C00803,"P00084,P00162,P00226,P00158",27/05/2024,CYB
INV00435,C00175,"P00523,P00099,P00220",23/04/2024,MK
INV00436,C00107,"P00335,P00343,P00494,P00283,P00015",11/10/2024,TKO
INV00437,C00136,"P00505,P00336,P00317,P00183",21/04/2024,MK
INV00438,C01738,"P00021,P00181,P00439",07/08/2025,MK
INV00439,C01546,"P00548,P00111,P00493,P00308,P00138",27/01/2024,MK
INV00440,C00516,"P00132,P00027",20/07/2025,TKO
INV00441,C01161,"P00368,P00008",18/10/2024,MK
INV00442,C00951,"P00503,P00206,P00101,P00409,P00050",26/09/2024,TKO
INV00443,C01146,P00170,29/10/2025,MK
INV00444,C00210,"P00203,P00375",25/02/2025,MK
INV00445,C00308,"P00001,P00403,P00510",10/03/2024,ST
INV00446,C01746,"P00073,P00263",26/02/2024,TKO
INV00447,C01111,"P00085,P00249,P00554,P00555",01/03/2024,TKO
INV00448,C01815,"P00392,P00020,P00488,P00339,P00500",10/05/2024,TKO
INV00449,C01377,"P00079,P00481,P00048",05/09/2025,MK
INV00450,C01473,"P00572,P00464,P00167,P00437,P00410",01/02/2025,TKO
INV00451,C00111,"P00089,P00207,P00431,P00028,P00513",15/01/2025,ST
INV00452,C00583,"P00067,P00054,P00344",25/02/2024,MK
INV00453,C00126,"P00505,P00336,P00317,P00171,P00222",16/11/2025,ST
INV00454,C00925,"P00505,P00336,P00317,P00027,P00224",05/05/2024,ST
INV00455,C01163,"P00283,P00397,P00010,P00241,P00359",23/10/2024,CYB
INV00456,C00711,"P00021,P00181,P00439,P00077",15/09/2024,MK
INV00457,C00167,"P00466,P00369,P00144,P00134,P00198",29/02/2024,MK
INV00458,C01233,"P00567,P00404,P00256",04/06/2025,MK
INV00459,C00475,P00514,14/10/2024,MK
INV00460,C01116,"P00021,P00181,P00439",11/03/2025,TKO
INV00461,C01041,P00413,24/02/2025,CYB
INV00462,C01266,"P00139,P00013,P00275,P00213",21/02/2024,TKO
INV00463,C01756,"P00486,P00156,P00281,P00093",10/07/2024,MK
INV00464,C00289,"P00332,P00275",08/10/2024,CYB
INV00465,C01496,"P00021,P00181,P00439",11/08/2024,TKO
INV00466,C00368,"P00039,P00356,P00045",19/08/2025,CYB
INV00467,C00155,"P00459,P00123",15/06/2025,CYB
INV00468,C00071,P00483,04/02/2024,TKO
INV00469,C00129,P00214,10/06/2025,ST
INV00470,C00004,"P00546,P00175,P00076,P00057,P00511",10/09/2025,TKO
INV00471,C01132,P00279,04/04/2025,ST
INV00472,C00538,"P00303,P00020,P00327,P00457,P00273",09/03/2025,MK
INV00473,C00911,"P00021,P00181,P00439,P00097,P00318",30/06/2025,ST
INV00474,C01758,"P00021,P00181,P00439,P00534",27/03/2024,CYB
INV00475,C00957,"P00288,P00551,P00099,P00489",14/03/2025,CYB
INV00476,C00943,"P00264,P00276,P00271,P00063",08/08/2024,CYB
INV00477,C00390,"P00228,P00414,P00137,P00134",11/12/2025,CYB
INV00478,C01185,"P00564,P00119",06/06/2025,MK
INV00479,C00667,"P00309,P00043,P00170,P00340,P00222",22/07/2025,CYB
INV00480,C01552,"P00021,P00181,P00439,P00523",10/06/2024,TKO
INV00481,C01347,P00360,22/12/2025,TKO
INV00482,C00819,P00088,04/04/2024,TKO
INV00483,C01638,"P00416,P00274",04/10/2024,CYB
INV00484,C00156,"P00505,P00336,P00317,P00321,P00463",12/01/2024,TKO
INV00485,C00153,P00183,25/08/2024,TKO
INV00486,C00200,P00378,14/01/2024,CYB
INV00487,C01157,"P00385,P00039,P00105",17/02/2024,ST
INV00488,C01255,"P00505,P00336,P00317",04/05/2024,MK
INV00489,C01019,"P00350,P00381",01/09/2024,MK
INV00490,C00445,"P00009,P00192,P00236,P00529",08/02/2024,ST
INV00491,C01760,P00155,06/07/2025,ST
INV00492,C00818,"P00021,P00181,P00439,P00015",02/07/2024,TKO
INV00493,C00597,"P00041,P00499",13/05/2024,CYB
INV00494,C00260,"P00505,P00336,P00317",05/12/2024,MK
INV00495,C01669,"P00505,P00336,P00317",27/03/2025,CYB
INV00496,C00870,"P00154,P00070,P00565",08/06/2025,ST
INV00497,C01561,"P00505,P00336,P00317",08/05/2024,CYB
INV00498,C01354,"P00021,P00181,P00439,P00012,P00323",29/02/2024,TKO
INV00499,C01193,P00428,04/11/2024,ST
INV00500,C01269,"P00452,P00104",04/10/2025,CYB
INV00501,C01200,"P00021,P00181,P00439,P00353",08/07/2025,MK
INV00502,C00142,"P00505,P00336,P00317",09/08/2024,ST
INV00503,C01422,"P00505,P00336,P00317,P00305,P00225",10/09/2025,TKO
INV00504,C00817,"P00135,P00362,P00484",04/11/2024,TKO
INV00505,C00719,"P00003,P00262,P00359",29/11/2025,ST
INV00506,C01383,"P00116,P00134",26/11/2025,CYB
INV00507,C01394,"P00271,P00073,P00502",11/01/2025,ST
INV00508,C00290,"P00572,P00309,P00196,P00273",21/01/2025,TKO
INV00509,C00542,"P00545,P00467,P00001,P00130,P00293",01/07/2024,TKO
INV00510,C01830,"P00274,P00290",02/04/2025,CYB
INV00511,C01287,"P00341,P00092,P00548",24/01/2024,TKO
INV00512,C01049,"P00353,P00093,P00182,P00490",31/08/2025,CYB
INV00513,C01096,"P00021,P00181,P00439,P00041",23/03/2025,TKO
INV00514,C00497,"P00251,P00178",10/12/2024,CYB
INV00515,C00996,"P00021,P00181,P00439,P00076,P00106",06/07/2025,ST
INV00516,C00196,"P00419,P00509",21/07/2024,TKO
INV00517,C00485,"P00529,P00207,P00318,P00436",02/02/2024,TKO
INV00518,C00036,"P00021,P00181,P00439",27/04/2024,CYB
INV00519,C01431,"P00091,P00391,P00380,P00294",04/04/2025,MK
INV00520,C00010,"P00203,P00050,P00340,P00477,P00103",11/04/2025,TKO
INV00521,C01141,"P00193,P00021,P00379,P00486",28/04/2025,CYB
INV00522,C00420,"P00120,P00480,P00142,P00152",19/10/2024,CYB
INV00523,C00235,"P00021,P00181,P00439,P00138",13/07/2025,CYB
INV00524,C01460,"P00505,P00336,P00317",29/08/2024,CYB
INV00525,C00199,"P00141,P00491,P00207,P00425",06/08/2025,TKO
INV00526,C00973,"P00232,P00328,P00546,P00211,P00051",10/07/2024,TKO
INV00527,C01737,P00396,28/11/2025,TKO
INV00528,C00494,"P00505,P00336,P00317,P00368",13/09/2024,TKO
INV00529,C00853,P00100,21/09/2025,ST
INV00530,C01185,P00304,15/01/2025,MK
INV00531,C00792,"P00089,P00330",03/03/2025,TKO
INV00532,C00845,"P00505,P00336,P00317",10/09/2025,ST
INV00533,C01520,"P00021,P00181,P00439,P00459",27/01/2024,ST
INV00534,C00009,"P00192,P00256,P00141",04/12/2025,ST
INV00535,C01184,"P00021,P00181,P00439,P00020,P00096",14/11/2024,TKO
INV00536,C00301,"P00110,P00320,P00103,P00567",23/03/2025,CYB
INV00537,C01548,"P00113,P00561,P00473",11/01/2025,ST
INV00538,C01311,"P00571,P00190,P00527,P00236,P00566",25/08/2025,TKO
INV00539,C01295,"P00021,P00181,P00439",27/09/2025,TKO
INV00540,C00186,"P00199,P00555,P00450,P00239,P00084",17/09/2025,MK
INV00541,C00515,"P00446,P00411,P00157,P00123",07/09/2025,MK
INV00542,C01359,"P00375,P00473,P00360,P00574",06/07/2025,ST
INV00543,C00273,"P00313,P00319,P00057,P00045,P00113",16/08/2024,ST
INV00544,C01014,"P00255,P00163,P00140,P00021,P00009",21/08/2025,CYB
INV00545,C00688,"P00360,P00487",24/01/2024,MK
INV00546,C00909,"P00216,P00515,P00291",14/03/2024,TKO
INV00547,C01678,"P00501,P00283,P00166,P00033,P00094",10/02/2024,TKO
INV00548,C00821,"P00505,P00336,P00317,P00498,P00107",16/12/2025,TKO
INV00549,C00944,"P00505,P00336,P00317",18/07/2024,MK
INV00550,C00851,"P00104,P00278,P00505,P00021,P00437",11/09/2024,TKO
INV00551,C00881,"P00546,P00378",15/05/2024,TKO
INV00552,C00215,P00254,08/03/2025,ST
INV00553,C01036,"P00021,P00181,P00439,P00475,P00246",29/11/2024,MK
INV00554,C01467,"P00505,P00336,P00317,P00518,P00484",02/05/2025,MK
INV00555,C01415,"P00328,P00334",03/06/2025,MK
INV00556,C01639,"P00021,P00181,P00439,P00361",22/07/2025,ST
INV00557,C00940,"P00267,P00225,P00192,P00005",30/01/2024,TKO
INV00558,C01367,"P00021,P00181,P00439,P00234,P00276",10/01/2025,MK
INV00559,C00114,"P00034,P00053",27/08/2025,CYB
INV00560,C00553,"P00318,P00553,P00484,P00338",27/10/2025,TKO
INV00561,C01550,P00550,27/05/2025,MK
INV00562,C00919,"P00021,P00181,P00439,P00300",19/05/2024,MK
INV00563,C01336,P00054,22/07/2024,ST
INV00564,C01079,P00180,07/09/2025,TKO
INV00565,C01495,"P00505,P00336,P00317,P00283",03/04/2024,TKO
INV00566,C01253,"P00505,P00336,P00317,P00271",08/04/2025,TKO
INV00567,C00143,"P00021,P00181,P00439",05/04/2025,CYB
INV00568,C00866,"P00242,P00038,P00572,P00105,P00400",25/12/2025,CYB
INV00569,C01283,"P00333,P00393,P00221",15/07/2025,CYB
INV00570,C00765,"P00294,P00119,P00116,P00100,P00306",21/12/2024,ST
INV00571,C00674,"P00479,P00565,P00074",22/07/2024,MK
INV00572,C01766,"P00291,P00041,P00254,P00449,P00561",02/02/2024,TKO
INV00573,C00834,"P00021,P00181,P00439,P00300",25/05/2024,MK
INV00574,C01482,"P00505,P00336,P00317",13/02/2025,MK
INV00575,C00596,"P00546,P00190,P00106",20/11/2025,ST
INV00576,C00981,"P00097,P00173,P00313,P00568",28/02/2024,MK
INV00577,C00349,"P00229,P00341,P00173,P00511,P00269",05/04/2024,MK
INV00578,C01472,"P00133,P00220,P00101,P00560",21/01/2024,ST
INV00579,C00053,"P00505,P00336,P00317,P00433,P00537",23/08/2025,TKO
INV00580,C01243,"P00255,P00494,P00320",01/01/2025,CYB
INV00581,C00421,"P00505,P00336,P00317,P00262",24/03/2025,TKO
INV00582,C01423,"P00501,P00010,P00211",24/07/2024,MK
INV00583,C01395,"P00505,P00336,P00317,P00451,P00250",13/06/2024,MK
INV00584,C00107,"P00202,P00259,P00197",04/02/2024,TKO
INV00585,C00345,"P00021,P00181,P00439,P00555",08/06/2025,MK
INV00586,C01357,"P00505,P00336,P00317,P00404",01/12/2024,TKO
INV00587,C00164,"P00021,P00181,P00439,P00369",11/07/2025,ST
INV00588,C01556,"P00505,P00336,P00317,P00516",17/08/2025,MK
INV00589,C00896,"P00554,P00054",28/08/2025,ST
INV00590,C01181,"P00021,P00181,P00439",16/08/2025,CYB
INV00591,C00161,"P00185,P00520,P00553,P00353,P00207",27/07/2024,MK
INV00592,C00621,"P00272,P00023",31/07/2025,CYB
INV00593,C01153,"P00021,P00181,P00439,P00232",23/04/2024,MK
INV00594,C00853,"P00163,P00140,P00262",14/03/2025,ST
INV00595,C00632,"P00505,P00336,P00317",30/04/2025,CYB
INV00596,C01076,"P00505,P00336,P00317",11/02/2024,TKO
INV00597,C01276,"P00363,P00045,P00546",16/08/2024,CYB
INV00598,C01312,"P00021,P00181,P00439",23/11/2025,MK
INV00599,C00333,"P00269,P00230",19/08/2025,ST
INV00600,C00465,"P00114,P00406,P00261,P00455,P00154",16/08/2025,ST
INV00601,C00008,"P00447,P00250,P00413,P00498",12/06/2024,TKO
INV00602,C01699,P00094,11/12/2024,TKO
INV00603,C01027,"P00322,P00356,P00512,P00429,P00128",09/09/2024,CYB
INV00604,C00418,"P00021,P00181,P00439,P00309,P00073",02/11/2025,MK
INV00605,C01583,"P00505,P00336,P00317,P00147,P00202",17/10/2024,MK
INV00606,C01265,"P00021,P00181,P00439",16/12/2024,TKO
INV00607,C00292,"P00021,P00181,P00439",25/11/2024,MK
INV00608,C00739,"P00390,P00503",05/08/2025,MK
INV00609,C01735,"P00402,P00379",22/08/2024,TKO
INV00610,C01834,"P00561,P00274",07/02/2024,MK
INV00611,C00665,"P00118,P00490,P00160,P00292,P00542",29/09/2024,TKO
INV00612,C00221,"P00505,P00336,P00317,P00136",10/09/2024,TKO
INV00613,C00298,"P00505,P00336,P00317,P00399",17/10/2024,TKO
INV00614,C01193,"P00021,P00181,P00439",14/02/2025,TKO
INV00615,C00843,"P00021,P00181,P00439,P00572",24/02/2024,MK
INV00616,C00371,"P00038,P00418,P00045,P00396,P00167",05/08/2025,TKO
INV00617,C00280,P00427,22/04/2024,CYB
INV00618,C00897,"P00040,P00509,P00035,P00269,P00116",04/10/2024,CYB
INV00619,C00903,"P00505,P00336,P00317,P00285,P00238",26/08/2025,TKO
INV00620,C01771,"P00171,P00492",16/04/2025,ST
INV00621,C00039,"P00505,P00336,P00317,P00468,P00167",20/10/2024,TKO
INV00622,C01228,"P00394,P00034",26/04/2025,MK
INV00623,C01802,"P00505,P00336,P00317,P00309,P00524",10/04/2024,MK
INV00624,C01700,"P00021,P00181,P00439,P00510",12/11/2024,TKO
INV00625,C00930,P00293,16/08/2024,ST
INV00626,C00246,"P00177,P00073,P00559,P00373",31/08/2025,MK
INV00627,C01594,"P00505,P00336,P00317,P00218,P00092",20/09/2025,TKO
INV00628,C00696,"P00157,P00242",17/11/2025,ST
INV00629,C00111,"P00533,P00381",04/12/2025,ST
INV00630,C01353,"P00298,P00376,P00475,P00515,P00285",25/06/2024,MK
INV00631,C01815,"P00505,P00336,P00317",11/12/2025,TKO
INV00632,C00382,"P00505,P00336,P00317,P00321,P00004",01/11/2024,CYB
INV00633,C01134,"P00191,P00562,P00300",25/01/2025,TKO
INV00634,C00436,P00345,07/03/2025,MK
INV00635,C00360,"P00021,P00181,P00439,P00207,P00375",04/02/2025,CYB
INV00636,C01459,"P00505,P00336,P00317,P00565,P00115",11/01/2025,MK
INV00637,C01423,"P00021,P00181,P00439,P00177",14/01/2025,ST
INV00638,C00863,"P00010,P00012,P00376",06/04/2025,MK
INV00639,C00237,"P00080,P00356,P00104",14/10/2024,ST
INV00640,C00675,"P00021,P00181,P00439,P00323,P00241",30/05/2024,TKO
INV00641,C00750,"P00509,P00517,P00218,P00468",05/06/2024,CYB
INV00642,C01359,P00001,19/09/2025,ST
INV00643,C00341,"P00021,P00181,P00439",01/02/2025,ST
INV00644,C01612,"P00105,P00418,P00295,P00097",19/06/2025,TKO
INV00645,C00866,"P00531,P00367,P00444",03/10/2025,TKO
INV00646,C01283,"P00087,P00285,P00398,P00494,P00158",28/01/2024,CYB
INV00647,C00017,"P00544,P00522,P00472,P00437",11/08/2024,ST
INV00648,C01672,"P00124,P00515,P00445,P00088,P00278",15/08/2024,ST
INV00649,C01763,"P00360,P00004,P00302,P00565",07/09/2025,TKO
INV00650,C00500,"P00514,P00005,P00221,P00003",09/10/2024,TKO
INV00651,C01298,"P00081,P00515",05/01/2025,TKO
INV00652,C00953,"P00300,P00195",16/12/2024,CYB
INV00653,C01553,"P00450,P00119,P00149,P00244",20/11/2024,CYB
INV00654,C01388,P00230,30/04/2024,CYB
INV00655,C00501,"P00026,P00331,P00556,P00252,P00437",29/04/2025,TKO
INV00656,C00053,"P00299,P00287,P00459,P00122,P00006",22/05/2025,CYB
INV00657,C00223,"P00096,P00267,P00380",18/12/2024,TKO
INV00658,C01011,"P00021,P00181,P00439,P00438,P00502",07/07/2024,CYB
INV00659,C00983,"P00526,P00087",25/06/2024,TKO
INV00660,C01584,"P00416,P00286,P00222,P00413",25/12/2024,ST
INV00661,C00501,"P00021,P00181,P00439,P00317",19/02/2024,CYB
INV00662,C00583,"P00149,P00293,P00109,P00231",06/07/2025,ST
INV00663,C00908,"P00021,P00181,P00439,P00414,P00373",07/06/2024,ST
INV00664,C00711,"P00212,P00543",03/09/2024,ST
INV00665,C00055,P00308,28/02/2024,TKO
INV00666,C01138,"P00021,P00181,P00439,P00402,P00163",28/02/2025,CYB
INV00667,C00707,"P00515,P00401",21/12/2024,TKO
INV00668,C00375,"P00463,P00133,P00504",19/07/2024,MK
INV00669,C00367,"P00250,P00453,P00504,P00569",15/02/2025,MK
INV00670,C00361,"P00505,P00336,P00317,P00230",22/06/2024,TKO
INV00671,C01548,P00167,08/03/2025,ST
INV00672,C01829,"P00021,P00181,P00439,P00222",24/03/2025,TKO
INV00673,C00081,"P00141,P00332,P00011,P00177",20/08/2024,TKO
INV00674,C01582,"P00505,P00336,P00317,P00507,P00295",28/03/2024,CYB
INV00675,C01453,"P00021,P00181,P00439,P00455,P00118",13/02/2024,TKO
INV00676,C01685,"P00103,P00526",21/01/2024,CYB
INV00677,C00140,"P00312,P00430,P00547",19/04/2025,TKO
INV00678,C01162,"P00281,P00300",17/09/2024,TKO
INV00679,C01498,"P00505,P00336,P00317,P00025,P00311",03/06/2025,CYB
INV00680,C01597,"P00532,P00347",28/05/2025,MK
INV00681,C01643,"P00021,P00181,P00439",20/04/2025,ST
INV00682,C00521,"P00463,P00549,P00285,P00070,P00323",25/12/2024,CYB
INV00683,C01595,"P00101,P00333,P00189,P00120,P00569",05/05/2024,MK
INV00684,C00492,"P00443,P00421,P00506",30/01/2025,MK
INV00685,C01660,"P00021,P00181,P00439,P00468,P00379",12/08/2024,CYB
INV00686,C00392,"P00505,P00336,P00317",23/06/2025,CYB
INV00687,C01788,"P00505,P00336,P00317,P00051,P00473",01/06/2025,TKO
INV00688,C00260,"P00339,P00075,P00460",02/05/2025,TKO
INV00689,C00408,"P00505,P00336,P00317,P00037",30/09/2024,TKO
INV00690,C00155,"P00062,P00329",08/01/2024,CYB
INV00691,C00424,P00005,20/10/2024,CYB
INV00692,C01732,"P00266,P00556,P00238",13/03/2025,ST
INV00693,C01825,"P00306,P00283,P00164",05/07/2025,MK
INV00694,C00931,"P00505,P00336,P00317",03/03/2025,TKO
INV00695,C01673,"P00374,P00144,P00100",14/10/2024,TKO
INV00696,C00653,P00459,23/05/2025,TKO
INV00697,C01793,"P00021,P00181,P00439,P00446",16/03/2025,ST
INV00698,C01219,"P00526,P00555,P00381",28/05/2024,CYB
INV00699,C00505,"P00238,P00508,P00206,P00388",31/05/2025,MK
INV00700,C01389,"P00021,P00181,P00439,P00368,P00118",29/04/2024,ST
INV00701,C01747,"P00170,P00528,P00300,P00046,P00316",05/01/2024,TKO
INV00702,C00972,"P00434,P00244",06/07/2024,MK
INV00703,C01114,"P00505,P00336,P00317,P00202,P00146",12/07/2024,ST
INV00704,C01536,"P00505,P00336,P00317",10/04/2024,TKO
INV00705,C01520,P00543,25/09/2025,MK
INV00706,C00489,"P00006,P00464,P00282,P00296,P00121",29/06/2024,TKO
INV00707,C00338,"P00505,P00336,P00317,P00066",30/06/2024,TKO
INV00708,C00007,"P00124,P00537,P00513,P00468,P00311",12/11/2024,TKO
INV00709,C00579,"P00541,P00539,P00128,P00114,P00326",27/09/2025,TKO
INV00710,C00295,P00313,10/07/2024,MK
INV00711,C00024,"P00021,P00181,P00439,P00501",22/03/2025,TKO
INV00712,C01623,"P00429,P00120,P00496,P00465",24/03/2025,TKO
INV00713,C01236,"P00505,P00336,P00317,P00341",26/10/2025,MK
INV00714,C00897,"P00505,P00336,P00317",28/02/2024,MK
INV00715,C00796,"P00021,P00181,P00439,P00501",08/06/2025,CYB
INV00716,C00688,"P00454,P00225,P00384",28/02/2024,MK
INV00717,C00739,"P00021,P00181,P00439",25/06/2024,ST
INV00718,C00278,"P00373,P00438,P00247,P00160,P00250",04/08/2025,TKO
INV00719,C00631,"P00021,P00181,P00439",02/11/2024,TKO
INV00720,C00084,"P00428,P00479,P00096,P00404",07/08/2025,TKO
INV00721,C00093,"P00433,P00405,P00361,P00327,P00231",05/04/2024,CYB
INV00722,C01510,"P00021,P00219,P00076",03/08/2024,CYB
INV00723,C00349,"P00491,P00159,P00503,P00243,P00139",25/11/2025,CYB
INV00724,C00895,"P00190,P00063,P00166",22/12/2024,ST
INV00725,C00306,"P00239,P00312,P00304",03/10/2024,ST
INV00726,C00560,"P00168,P00538,P00075,P00305,P00288",15/06/2024,MK
INV00727,C00923,"P00505,P00336,P00317,P00211,P00165",07/05/2025,TKO
INV00728,C00933,"P00505,P00336,P00317,P00283,P00512",01/09/2025,TKO
INV00729,C01636,"P00505,P00336,P00317,P00340,P00563",27/10/2025,ST
INV00730,C01693,"P00021,P00181,P00439",13/10/2025,CYB
INV00731,C01532,"P00084,P00542,P00457,P00229,P00372",12/05/2024,TKO
INV00732,C01089,"P00445,P00079,P00505",30/08/2025,MK
INV00733,C01623,"P00465,P00140,P00175",25/07/2025,ST
INV00734,C00663,P00351,18/08/2024,TKO
INV00735,C00502,"P00505,P00336,P00317,P00205,P00571",30/01/2025,ST
INV00736,C01813,"P00539,P00525,P00543",16/03/2025,TKO
INV00737,C00318,"P00505,P00336,P00317",26/10/2025,CYB
INV00738,C01643,"P00076,P00184",09/12/2025,ST
INV00739,C00806,"P00125,P00402",18/02/2025,CYB
INV00740,C01636,P00024,04/11/2024,ST
INV00741,C01470,"P00558,P00365,P00295",26/02/2024,ST
INV00742,C01704,"P00568,P00072",24/04/2024,TKO
INV00743,C01316,"P00021,P00181,P00439",09/11/2025,TKO
INV00744,C00274,"P00505,P00336,P00317",20/01/2025,CYB
INV00745,C01483,"P00021,P00181,P00439,P00135,P00568",26/11/2024,TKO
INV00746,C01713,"P00361,P00257",25/06/2025,MK
INV00747,C00492,"P00251,P00491",13/12/2024,ST
INV00748,C01124,"P00112,P00205,P00528",08/10/2024,MK
INV00749,C00852,"P00531,P00010,P00297,P00298",01/12/2024,TKO
INV00750,C00076,"P00088,P00362",21/02/2024,MK
INV00751,C01302,"P00505,P00336,P00317,P00371,P00266",31/10/2024,MK
INV00752,C01589,"P00021,P00181,P00439,P00451",21/12/2024,TKO
INV00753,C00679,"P00505,P00336,P00317",26/05/2025,MK
INV00754,C01503,"P00539,P00433,P00123,P00186",31/05/2024,TKO
INV00755,C00638,"P00266,P00024,P00564",10/05/2024,ST
INV00756,C00515,"P00021,P00181,P00439",15/07/2025,TKO
INV00757,C00974,"P00505,P00336,P00317",11/11/2024,TKO
INV00758,C00322,"P00505,P00336,P00317,P00199,P00413",08/09/2025,CYB
INV00759,C01009,"P00095,P00388,P00477",02/05/2024,TKO
INV00760,C00206,"P00021,P00181,P00439,P00085,P00024",04/02/2024,ST
INV00761,C01651,"P00058,P00256,P00157",14/05/2025,TKO
INV00762,C01021,"P00495,P00420,P00288,P00007",28/08/2025,ST
INV00763,C00692,"P00105,P00169,P00175,P00370,P00142",10/08/2024,TKO
INV00764,C00002,"P00095,P00341,P00229,P00311,P00162",25/04/2025,ST
INV00765,C01712,"P00379,P00230,P00127",04/11/2025,CYB
INV00766,C00043,"P00397,P00010",16/01/2025,CYB
INV00767,C00028,P00320,21/01/2024,ST
INV00768,C00457,"P00269,P00285",08/06/2025,CYB
INV00769,C01701,"P00358,P00430",26/04/2025,TKO
INV00770,C00830,"P00505,P00336,P00317,P00568,P00108",26/11/2024,ST
INV00771,C00054,"P00505,P00336,P00317",05/02/2024,CYB
INV00772,C01216,"P00173,P00154,P00086,P00395,P00278",13/02/2025,MK
INV00773,C01705,"P00338,P00391,P00522,P00430",21/09/2024,ST
INV00774,C01488,"P00505,P00336,P00317,P00349,P00450",04/07/2025,ST
INV00775,C00789,"P00505,P00336,P00317",17/02/2024,MK
INV00776,C00462,"P00021,P00181,P00439,P00342,P00491",18/09/2024,TKO
INV00777,C00550,P00294,06/08/2025,ST
INV00778,C01554,"P00505,P00336,P00317,P00189",26/09/2024,TKO
INV00779,C00516,"P00021,P00181,P00439,P00228",08/08/2024,TKO
INV00780,C00523,"P00505,P00336,P00317,P00500,P00136",17/05/2024,MK
INV00781,C01276,"P00505,P00336,P00317,P00552,P00502",27/09/2024,TKO
INV00782,C01553,"P00505,P00336,P00317,P00086",09/03/2025,ST
INV00783,C01662,"P00241,P00003",21/01/2024,TKO
INV00784,C01607,"P00154,P00284,P00462,P00376",02/08/2025,MK
INV00785,C00881,"P00341,P00427,P00056",04/02/2025,MK
INV00786,C01439,"P00505,P00336,P00317",29/11/2024,CYB
INV00787,C00085,"P00025,P00285,P00303",06/10/2024,TKO
INV00788,C01588,"P00277,P00155,P00502,P00088,P00045",10/02/2024,TKO
INV00789,C01824,"P00021,P00181,P00439,P00098,P00503",01/01/2025,ST
INV00790,C01385,"P00242,P00492,P00055,P00008,P00114",29/11/2025,TKO
INV00791,C00151,"P00327,P00467,P00131,P00259,P00082",05/06/2024,CYB
INV00792,C01747,"P00302,P00537,P00475,P00045",06/11/2025,MK
INV00793,C01650,"P00505,P00336,P00317,P00368",14/09/2025,ST
INV00794,C01697,P00350,27/02/2025,TKO
INV00795,C01574,"P00046,P00282,P00434,P00094,P00455",13/07/2025,MK
INV00796,C01530,"P00505,P00336,P00317,P00217",06/01/2025,TKO
INV00797,C01319,P00063,06/11/2025,MK
INV00798,C00045,"P00560,P00499,P00097,P00452,P00113",26/04/2025,CYB
